record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"T","4.2","20250106","WDFW","WDFW","04","638133","12",,,"D","04202400001216","2",,"2022","20240415","20240417","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S02","G","H","P","VO","22.45","129",,"5000","47055","0000","90",,,,,,,,"515",,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS HATCH","WA","HOOD","SKDO","N","47055","90","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638167","12",,,"D","04202300001162","2",,"2021","20230331","20230331","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","26.21","8",,"5000","75201",,,,,,,,,,"259",,"BO=MIXED(HxW)","SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","75201","0","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638170","12",,,"D","04202400001207","2","3","2022","20240401","20240416","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S04","Y","H","P","VO","30.23","138",,"0000","73632",,,"0000","736",,,,"0.0099",,"2515",,,"LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS RIVER HATCHERY","WA","LOCR","LEWI","N","0","73632","0","736","0"
"T","4.2","20250106","WDFW","WDFW","04","637384","12",,,,,"2","7","2017","20190501","20190503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.07","138",,"5000","1045131","0000","5148","5000","5146","0000","24",,"0.0049",,"2472",,,"COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","1045131","5148","5146","24","0"
"T","4.2","20250106","WDFW","WDFW","04","638171","12",,,"D","04202400001207","2","3","2022","20240401","20240416","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S04","Y","H","P","VO","30.23","138",,"5000","73087","0000","722","5000","1158","0000","13",,"0.0156",,"2560",,,"LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS RIVER HATCHERY","WA","LOCR","LEWI","N","73087","722","1158","13","0"
"T","4.2","20250106","WDFW","WDFW","04","638260","12",,,"D","04202300001162","2",,"2021","20230331","20230331","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","26.21","8981",,"0000","75248",,,,,,,,,,"259",,"BO=MIXED(HxW)","SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","0","75248","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638220","12",,,,,"2","7","2021","20230502","20230502","3F42001  250071 R","3F42001  250071 H","3F42001  250236 S","Y","H","P","FR","30.01","137",,"5000","39504",,,,,,,,,,"504",,,"DEEP R       25.0071","DEEP R NET PENS","ELOCHOMAN R  25.0236","WA","LOCR","GREL","N","39504","0","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638222","12",,,,,"2",,"2021","20230701","20230701","3F10513  150048 R","3F10513  150048 H","3F10513  150048 S","Y","H","P","FR","36.28","150",,"5000","43982","0000","701","5000","2364","0000","38",,"0.051",,"255",,"BO=MIXED(HxW)","MINTER CR    15.0048","MINTER CR HATCHERY","MINTER CR    15.0048","WA","SPS","EKPS","N","43982","701","2364","38","0"
"T","4.2","20250106","WDFW","WDFW","04","637997","12",,,"D","04202200001134","2",,"2020","20220321","20220322","3F21902  240356 R","3F21902  240356 H","3F21902  240251 S","Y","H","P","VO","26.99","128",,"0000","36664",,,"0000","1014",,,,"0.0269",,"521",,"BO=MIXED(HxW)","FORK CR      24.0356","FORKS CREEK HATCHERY","WILLAPA R    24.0251","WA","WILP","WILR","N","0","36664","0","1014","0"
"T","4.2","20250106","WDFW","WDFW","04","637998","12",,,"D","04202200001134","2",,"2020","20220321","20220322","3F21902  240356 R","3F21902  240356 H","3F21902  240251 S","Y","H","P","VO","26.99","128",,"5000","37596","0000","76","5000","677","0000","1",,"0.0177",,"620",,"BO=MIXED(HxW)","FORK CR      24.0356","FORKS CREEK HATCHERY","WILLAPA R    24.0251","WA","WILP","WILR","N","37596","76","677","1","0"
"T","4.2","20250106","WDFW","WDFW","04","636403","13",,,"D","04201400000041","2","3","2012","20140416","20140425","3F42001  270168 R","3F42001  270168 H","3F42001  270168 S","Y","H","P","VO","29.45","155",,"0000","75158",,,"0000","317",,,,"0.0042",,"960",,,"LEWIS R      27.0168","LEWIS RIVER HATCHERY","LEWIS R      27.0168","WA","LOCR","LEWI","N","0","75158","0","317","0"
"T","4.2","20250106","WDFW","WDFW","04","637572","12",,,"D","04202100001012","2",,"2019","20210415","20210428","3F21802  220414 R","3F21802  220360 H","3F21802  220360 S","Y","H","P","VO","31.89","141",,"0000","75580",,,,,,,,,,"651",,"BO=MIXED(HxW)","SATSOP R -MF 22.0414","BINGHAM CR HATCHERY","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","75580","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638120","12",,,"D","04202300001156","2",,"2021","20230416","20230418","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S02","Y","H","P","VO","24.78","132",,"5000","45565","0000","303","5000","1125","0000","7",,"0.0241",,"456",,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS HATCH","WA","HOOD","SKDO","N","45565","303","1125","7","0"
"T","4.2","20250106","WDFW","WDFW","04","638223","12",,,,,"2",,"2021","20230310","20230410","3F21802  220064 R","3F21802  220004 H","3F21802  220004 S","Y","H","P","VO","29.84","130",,"5000","47983","0000","203","5000","290","0000","1",,"0.006",,"501",,"BO=MIXED(HxW)","STEVENS CR   22.0064","HUMPTULIPS HATCHERY","HUMPTULIPS R 22.0004","WA","GRAY","GHLC","N","47983","203","290","1","0"
"T","4.2","20250106","WDFW","WDFW","04","638225","12",,,"D","04202300001152","2",,"2021","20230403","20230407","3F10511  100414 R","3F10511  100414 H","3F10511  100021 S","Y","H","P","VO","27.99","130",,"0000","45294",,,"0000","273",,,,"0.006",,"504",,"BO=MIXED(HxW)","VOIGHT CR    10.0414","VOIGHTS CR HATCHERY","PUYALLUP R   10.0021","WA","MPS","PUYA","N","0","45294","0","273","0"
"T","4.2","20250106","WDFW","WDFW","04","638226","12",,,"D","04202300001152","2",,"2021","20230403","20230407","3F10511  100414 R","3F10511  100414 H","3F10511  100021 S","Y","H","P","VO","27.99","130",,"5000","47479",,,,,,,,,,"464",,"BO=MIXED(HxW)","VOIGHT CR    10.0414","VOIGHTS CR HATCHERY","PUYALLUP R   10.0021","WA","MPS","PUYA","N","47479","0","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638228","12",,,,,"2",,"2021","20230411","20230411","3F10510  080178 R","3F10510  080178 H","3F10510  080178 S","Y","H","P","FR","23.5","126",,"5000","44481","0000","608","5000","125","0000","2",,"0.0028",,"357",,"BO=MIXED(HxW)","ISSAQUAH CR  08.0178","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","44481","608","125","2","0"
"T","4.2","20250106","WDFW","WDFW","04","638229","12",,,"D","04202300001153","2",,"2021","20230501","20230503","3F10208  031411 R","3F10208  031421 H","3F10208  030176 S","G","H","P","VO","15.11","110",,"0000","45747",,,"0000","128",,,,"0.0028",,"1074",,"BO=MIXED(HxW)","CASCADE R    03.1411","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","WA","SKAG","UPSK","N","0","45747","0","128","0"
"T","4.2","20250106","WDFW","WDFW","04","638232","12",,,"D","04202300001154","2",,"2021","20230501","20230508","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","P","VO","23.87","127",,"0000","41033",,,"0000","53",,,,"0.0013",,"760",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","41033","0","53","0"
"T","4.2","20250106","WDFW","WDFW","04","638233","12",,,"D","04202300001154","2",,"2021","20230501","20230508","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","P","VO","23.87","127",,"5000","40749","0000","204","5000","123","0000","1",,"0.003",,"996",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","40749","204","123","1","0"
"T","4.2","20250106","WDFW","WDFW","04","636517","13",,,"O","04202300000073","2",,"2021","20230601","20230613","3F21802  220465 R",,"3F21802  220465 S","Y","W","E",,"22.67","113",,"0000","1243",,,,,,,,,,"1243",,"BO=W(WILD) THE MAJORITY OF THESE FISH ARE FROM THE 2021 BROOD YEAR. A MINOR PROP","BINGHAM CR   22.0465","NA","BINGHAM CR   22.0465","WA","GRAY","GHLC","N","0","1243","0","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00041627",,,,,,"2",,"2011","20111228","20111228","3F21802  230887 R","3F              H","3F21802  230761 S","E","H",,,"0.3",,,,,,,"0000","25000",,,,,,,,"BO=MIXED(HxW)","NEWAUKUM R-NF23.0887","BYRD CRK PROJECT","SKOOKUMCHUCK 23.0761","WA","GRAY","UPCH","N","0","0","0","25000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00062148",,,,,,"2",,"2011","20120522","20120529","3F10510  080019 R","3F10510  08     H11","3F10510  080178 S",,"H",,,"0.9",,,,,,,"0000","500",,,,,,,,"THIS IS A COOPERATIVE OF SCHOOL GROUPS.  THIS PLANT IS A COMBINATION SEVERAL SCH","BOEING CR    08.0019","FRIENDS OF ISH","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","500","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00138121",,,,,,"2",,"2018","20181228","20181228","3F10510  080252 R","3F10510  08     H","3F10510  080178 S","E","H",,,"0.3",,,,,,,"0000","1700",,,,,,,,"YARROW CREEK","UNNAMED CR   08.0252","ROGER URBANIAK PROJECT","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","1700","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00139376",,,,,,"2",,"2018","20190401","20190401","3F10308  070184 R","3F10308  076010 H","3F10308  070012 S02",,"H",,,"0.96",,,,,,,"0000","4000",,,,,,,,"BO=MIXED(HxW)","FRENCH CR    07.0184","SNOHOMISH SPORTSMEN","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","0","0","4000","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00135923",,,,,,"2","7","2016","20170401","20170501","3F42001  270168ZR","3F42001  270168 H73","3F42001  270168 S","E","H",,,"0.3",,,,,,,"0000","50000",,,,,,,,,"LEWIS R TRIBS","FISH FIRST RSI","LEWIS R      27.0168","WA","LOCR","LEWI","N","0","0","0","50000","0"
"T","4.2","20250106","WDFW","WDFW","04","634991","12",,,"O","04201500000075","2",,"2014","20150510","20150515","3F42001  260002 H02",,"3F42001  260002 S","G","W","E",,"4.53",,,"0000","6021",,,"0000","85",,,,"0.014",,,,"BO=W(WILD) FPP IS ESTIMATE.  NOT RECORDED. STOCK IS COWLITZ R -UPPER","COWLITZ SALMON HATCHERY","NA","COWLITZ R    26.0002","WA","LOCR","COWL","N","0","6021","0","85","0"
"T","4.2","20250106","WDFW","WDFW","04","637006","13",,,"O","04201700000884","2","7","2015","20170328","20170501","3F42001  260002 R",,"3F42001  260002 S","Y","W","P",,"29.26","135",,"5000","49096","0000","273","5000","747","0000","4",,"0.015",,"5000",,"BO=W(WILD)","COWLITZ R    26.0002","NA","COWLITZ R    26.0002","WA","LOCR","COWL","N","49096","273","747","4","0"
"T","4.2","20250106","WDFW","WDFW","04","638330","12",,,"D","04202400001191","2",,"2022","20240501","20240506","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","I","VO","24.12","129",,"0000","38858",,,"0000","125",,,,"0.0032",,"313",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","38858","0","125","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00174331",,,,,,"2",,"2020","20210416","20210416","3F10510  080049 R","3F10510  0873122E","3F10510  080178 S",,"H",,,"0.9",,,,,,,"0000","160",,,,,,,,,"MCALEER CR   08.0049","LYNNDALE ES(LYNWOOD)","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","160","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00153430",,,,,,"2",,"2019","20200319","20200319","3F10510  090007 R","3F10510  0973550E","3F10510  090001 S02",,"H",,,"0.89",,,,,,,"0000","232",,,,,,,,,"UNNAMED CR   09.0007","LAKE YOUNGS ES(KENT","GREEN R NATIVE   (9)","WA","MPS","DUWA","N","0","0","0","232","0"
"T","4.2","20250106","WDFW","WDFW","04","638331","12",,,"D","04202400001191","2",,"2022","20240501","20240506","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","I","VO","24.12","129",,"5000","38854",,,"5000","121",,,,"0.0031",,"326",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","38854","0","121","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638431","12",,,,,"2","7","2021","20230401","20231231","3F42001  260002 R07","3F42001  260002 H02","3F42001  260002 S","Y","H",,"VO","22.67",,,"5000","13698",,,,,,,,,,,,"BO=MIXED(HxW) TPU STAFF IS TAGGING 100% OF SMOLTS COLLECTED AT MAYFIELD DAM","COWLITZ R @ MAYFIELD","COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","WA","LOCR","COWL","N","13698","0","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638264","12",,,"O","04202300001111","2","7","2021","20230501","20230503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.19","135",,"5000","102932","0000","590","5000","196","0000","1",,"0.0019",,"525",,"BO=MIXED(HxW)","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","102932","590","196","1","0"
"T","4.2","20241001","USFWS","USFWS","07","056530","12",,,,,"2",,"2022","20240408","20240412","3F21702  210429 R","3F21702  210429 H","3F21702  210429 S","S","H","B","FR","31.7",,"N","5000","70366",,,"5000","613628",,,"B","0.1491","40","503",,"QUIN002022","COOK CR      21.0429","QUINAULT NFH -COOK C","COOK CR      21.0429","WA","NWC","QEQU","N","70366","0","613628","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638385","12",,,,,"2","7","2021","20230411","20230424","3F42001  360114 R","3F42001  360001 H04","3F42001  270002 S2","G","H","P","VO","33.1","142",,"5000","34395","0000","36","5000","285",,,,"0.0135",,"3679",,"EARLY RELEASE DUE TO BOTULISM RECOMMENDED BY FISH HEALTH","SPRINGS CR   36.0114","RINGOLD SPRINGS HATCHERY","KALAMA R HATCH  27.0002","WA","UPCR","MNPR","N","34395","36","285","0","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00076022",,,,,,"2","3","2013","20141010","20141010","3F42001  260002 R08","3F42001  260323 H","3F42001  260227 S","G","H",,"FR","12.95","101",,,,,,"5000","38505","0000","151",,,,,,,"RIFFE LK (LEWI)","NORTH TOUTLE HATCHERY","TOUTLE R     26.0227","WA","LOCR","COWL","N","0","0","38505","151","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00076025",,,,,,"2","3","2013","20141010","20141010","3F42001  260002 R08","3F42001  260323 H","3F42001  260227 S","G","H",,"FR","12.95","101",,,,,,"5000","38917","0000","152",,,,,,,"RIFFE LK (LEWI)","NORTH TOUTLE HATCHERY","TOUTLE R     26.0227","WA","LOCR","COWL","N","0","0","38917","152","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00211926",,,,,,"2",,"2021","20230310","20230410","3F21802  220064 R","3F21802  220004 H","3F21802  220004 S","Y","H",,"VO","29.84","130",,,,,,"5000","866555","0000","4968",,,,,,"BO=MIXED(HxW)","STEVENS CR   22.0064","HUMPTULIPS HATCHERY","HUMPTULIPS R 22.0004","WA","GRAY","GHLC","N","0","0","866555","4968","0"
"N","4.2","20241106","NWIFC","MIT","14","!142024TQ031",,,,,,"2","3","2022","20240420","20240424","3F10510  090113 R02","3F10510  090113 H02","3F10510  090113 S","S","H","P","MX","32.4","137","N",,,,,"0000","421911",,,"B",,,,,"Keta stock on-site release--North Pond","CRISP CR AT KETA CR","KETA CREEK COMPLEX","CRISP CR     09.0113","WA","MPS","DUWA","N","0","0","0","421911","0"
"T","4.2","20241106","NWIFC","MIT","14","210034","13",,,,,"2","3","2022","20240424","20240428","3F10510  090113 R02","3F10510  090113 H02","3F10510  090113 S","S","H","P","MX","32.4","139","N","0000","53322",,,"0000","212999",,,"B","0.0215",,"511",,"Keta stock on-site release--South Pond-- CWT 21-00-34","CRISP CR AT KETA CR","KETA CREEK COMPLEX","CRISP CR     09.0113","WA","MPS","DUWA","N","0","53322","0","212999","0"
"T","4.2","20241106","NWIFC","NISQ","14","211697","12",,,,,"2","3","2022","20240528","20240615","3F10513  110013CR","3F10513  110013CH","3F10513  110008 S","S","H","P","VO","15.12","125","N","5000","44669","0000","2436","5000","188240","0000","79","B","0.0034","40","873",,,"CLEAR CR    11.0013C","CLEAR CREEK HATCHERY","NISQUALLY R  11.0008","WA","SPS","NISQ","N","44669","2436","188240","79","0"
"T","4.2","20250106","WDFW","WDFW","04","635793","13",,,,,"2","3","2010","20120502","20120502","3F42001  250071 R","3F42001  250071 H","3F42001  260227 S","Y","H","I","FR","30.58","142",,"5000","28650",,,"5000","1350",,,,"0.045",,"400",,"BO=MIXED(HxW)","DEEP R       25.0071","DEEP R NET PENS","TOUTLE R     26.0227","WA","LOCR","GREL","N","28650","0","1350","0","0"
"T","4.2","20250106","WDFW","WDFW","04","635798","13",,,"D","04201200000216","2",,"2010","20120501","20120515","3F10208  031411 R","3F10208  031421 H","3F10208  030176 S","Y","H","P","VO","27.16","135",,"0000","42100",,,"0000","340",,,,"0.008",,"500",,"BO=MIXED(HxW)","CASCADE R    03.1411","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","WA","SKAG","UPSK","N","0","42100","0","340","0"
"T","4.2","20250106","WDFW","WDFW","04","636398","13",,,"D","04201400000039","2",,"2012","20140408","20140408","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","29.26","140",,"5000","79336",,,"5000","479",,,,"0.006",,"166",,,"SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","79336","0","479","0","0"
"T","4.2","20250106","WDFW","WDFW","04","636399","13",,,"D","04201400000039","2",,"2012","20140408","20140408","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","29.26","140",,"0000","79205",,,"0000","623",,,,"0.0078",,"258",,,"SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","0","79205","0","623","0"
"T","4.2","20250106","WDFW","WDFW","04","636380","13",,,"D","04201300000032","2",,"2011","20130415","20130415","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S","Y","H","P","VO","23.87","135",,"0000","45042",,,"0000","185",,,,"0.0041",,"489",,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","WA","HOOD","SKDO","N","0","45042","0","185","0"
"T","4.2","20250106","WDFW","WDFW","04","636381","13",,,"D","04201300000032","2",,"2011","20130415","20130415","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S","Y","H","P","VO","23.87","135",,"5000","44504","0000","371","5000","371",,,,"0.0082",,"489",,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","WA","HOOD","SKDO","N","44504","371","371","0","0"
"T","4.2","20250106","WDFW","WDFW","04","636383","13",,,"D","04201300000034","2",,"2011","20130501","20130501","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","P","FR","23.74","127",,"5000","44056","0000","102","5000","401",,,,"0.009",,"222",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","44056","102","401","0","0"
"T","4.2","20250106","WDFW","WDFW","04","636385","13",,,"D","04201400000035","2",,"2012","20140409","20140507","3F10510  090072 R","3F10510  090072 H","3F10510  090072 S","G","H","P","VO","20.61","116",,"5000","45820","0000","180",,,,,,,,"1012",,"BO=MIXED(HxW)","BIG SOOS CR  09.0072","SOOS CREEK HATCHERY","BIG SOOS CR  09.0072","WA","MPS","DUWA","N","45820","180","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638388","12",,,"O","04202300001111","2","7","2021","20230501","20230503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.19","135",,"5000","51062","0000","605","5000","102","0000","1",,"0.002",,"512",,"BO=MIXED(HxW)","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","51062","605","102","1","0"
"T","4.2","20250106","WDFW","WDFW","04","638391","12",,,"O","04202300001111","2","7","2021","20230501","20230503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.19","135",,"5000","51359","0000","608","5000","103","0000","1",,"0.002",,"512",,"BO=MIXED(HxW)","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","51359","608","103","1","0"
"T","4.2","20250106","WDFW","WDFW","04","638392","12",,,"O","04202300001111","2","7","2021","20230501","20230503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.19","135",,"5000","52154","0000","618","5000","105","0000","1",,"0.002",,"512",,"BO=MIXED(HxW)","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","52154","618","105","1","0"
"T","4.2","20250106","WDFW","WDFW","04","636594","13",,,"D","04201400000692","2",,"2012","20140501","20140505","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","P","VO","22.67","126",,"0000","44658",,,"0000","342",,,,"0.0076",,"525",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","44658","0","342","0"
"T","4.2","20250106","WDFW","WDFW","04","636865","13",,,"D","04201600000848","2",,"2014","20160411","20160411","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","34.89","144",,"5000","75012","0000","2003","5000","605","0000","16",,"0.008",,"500",,"BO=MIXED(HxW)","SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","75012","2003","605","16","0"
"T","4.2","20250106","WDFW","WDFW","04","636867","13",,,,,"2",,"2013","20150427","20150427","3M10513  888131 R","3M10513  888131 H","3F10308  070012 S02","Y","H","E","FR","26.54","134",,"5000","9455","0000","127","5000","498","0000","7",,"0.05",,"500",,"BO=MIXED(HxW)","PEALE PASS @ SS PENS","SOUTH SOUND NET PENS","SKYKOMISH R  07.0012","WA","SPS","EKPS","N","9455","127","498","7","0"
"T","4.2","20250106","WDFW","WDFW","04","636880","13",,,"O","04201500000854","2",,"2013","20150501","20150508","3F10308  070940 R","3F10308  070943 H","3F10308  070012 S02","Y","H","P","VO","26.68","128",,"0000","44451",,,"0000","549",,,,"0.0122",,"573",,"BO=MIXED(HxW)","WALLACE R    07.0940","WALLACE R HATCHERY","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","44451","0","549","0"
"T","4.2","20250106","WDFW","WDFW","04","636855","13",,,,,"2",,"2014","20160621","20160621","3M10513  888130 R","3M10513  888131 H","3F10308  070012 S02","Y","H","O","FR","36.93",,,"5000","42384","0000","537","5000","17",,,,"0.0004",,,,"BO=MIXED(HxW) DELAYED RELEASE.","PEALE PASS @ SI PENS","SOUTH SOUND NET PENS","SKYKOMISH R  07.0012","WA","SPS","EKPS","N","42384","537","17","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638393","12",,,"O","04202300001111","2","7","2021","20230501","20230503","3F42001  260002 R","3F42001  260002 H02","3F42001  260002 S02","Y","H","P","VO","30.19","135",,"5000","50781","0000","601","5000","102","0000","1",,"0.002",,"512",,"BO=MIXED(HxW)","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY","COWLITZ R -UPPER","WA","LOCR","COWL","N","50781","601","102","1","0"
"T","4.2","20250106","WDFW","WDFW","04","638402","12",,,,,"2","7","2021","20230403","20230405","3F42001  300002 R","3F42001  280159 H","3F42001  280159 S02","G","H","P","FR","21.59","139",,"5000","69589","0000","188",,,,,,,,"1480",,,"KLICKITAT R  30.0002","WASHOUGAL HATCHERY","WASHOUGAL HATCHERY","WA","CECR","KLIC","N","69589","188","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","637021","13",,,,,"2","7","2019","20210412","20210414","3F42001  360114 R","3F42001  360001 H04","3F42001  270002 S2","Y","H","P","VO","26.37","138",,"5000","51139","0000","144",,,,,,,,"354",,,"SPRINGS CR   36.0114","RINGOLD SPRINGS HATCHERY","KALAMA R HATCH  27.0002","WA","UPCR","MNPR","N","51139","144","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","637111","13",,,"D","04201800000913","2","3","2016","20180402","20180416","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S04","Y","H","P","VO","28.52","132",,"0000","75931",,,"0000","313",,,,"0.0041",,"970",,,"LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS RIVER HATCHERY","WA","LOCR","LEWI","N","0","75931","0","313","0"
"T","4.2","20250106","WDFW","WDFW","04","637112","13",,,"D","04201800000914","2","7","2016","20180416","20180420","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S","Y","H","P","VO","28.98","130",,"5000","72207","0000","116","5000","144",,,,"0.002",,"1000",,"BO=MIXED(HxW)","LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS R      27.0168","WA","LOCR","LEWI","N","72207","116","144","0","0"
"T","4.2","20250106","WDFW","WDFW","04","637113","13",,,"D","04201800000914","2","7","2016","20180416","20180420","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S","Y","H","P","VO","28.98","130",,"0000","71959",,,"0000","296",,,,"0.0041",,"1455",,"BO=MIXED(HxW)","LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS R      27.0168","WA","LOCR","LEWI","N","0","71959","0","296","0"
"T","4.2","20250106","WDFW","WDFW","04","637114","13",,,"D","04201800000915","2",,"2016","20180416","20180424","3F21802  220360 R02","3F21802  220360 H","3F21802  220360 S","Y","H","P","VO","26.68","139",,"0000","75567",,,"0000","456",,,,"0.006",,"500",,"BO=MIXED(HxW)","SATSOP R -EF 22.0360","BINGHAM CR HATCHERY","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","75567","0","456","0"
